DATETIME,ENTITY_DESCRIPTION_SHORT,ADJUST_CAPACITY,DOWNTIME,CURRENT_WAIT_TIME,TIME_TO_PARADE_1,TIME_TO_PARADE_2,TIME_TO_NIGHT_SHOW,TARGET_TIME
2020-09-15 14:45:00,Pirate Ship,127.5,0,15,,,,2020-09-15 16:45:00
2021-12-01 17:00:00,Flying Coaster,747.6,0,10,,,,2021-12-01 19:00:00
2019-04-24 19:00:00,Water Ride,247.0,0,40,-90.0,,180.0,2019-04-24 21:00:00
2021-10-02 10:45:00,Pirate Ship,306.0,0,20,,,,2021-10-02 12:45:00
2022-08-07 11:30:00,Pirate Ship,306.0,0,35,360.0,,690.0,2022-08-07 13:30:00
2019-08-31 20:45:00,Flying Coaster,756.0,0,30,-195.0,,135.0,2019-08-31 22:45:00
2021-10-30 16:45:00,Pirate Ship,301.75,0,40,,,,2021-10-30 18:45:00
2021-09-20 17:45:00,Flying Coaster,630.0,0,5,,,,2021-09-20 19:45:00
2022-04-26 10:30:00,Water Ride,247.0,0,25,420.0,,750.0,2022-04-26 12:30:00
2021-12-02 17:00:00,Pirate Ship,208.25,0,20,,,,2021-12-02 19:00:00
2022-01-17 14:15:00,Pirate Ship,216.75,0,25,,,,2022-01-17 16:15:00
2021-08-22 18:30:00,Water Ride,247.0,0,30,,,,2021-08-22 20:30:00
2018-10-21 15:15:00,Pirate Ship,259.25,0,50,135.0,-185.0,405.0,2018-10-21 17:15:00
2020-02-29 12:00:00,Water Ride,224.5,0,35,300.0,,540.0,2020-02-29 14:00:00
2022-05-02 19:15:00,Pirate Ship,301.75,0,30,-105.0,,225.0,2022-05-02 21:15:00
2019-08-13 14:45:00,Flying Coaster,756.0,0,60,165.0,,495.0,2019-08-13 16:45:00
2021-12-28 14:30:00,Pirate Ship,293.25,0,60,,,,2021-12-28 16:30:00
2022-07-23 20:00:00,Pirate Ship,306.0,0,25,-150.0,,180.0,2022-07-23 22:00:00
2019-06-26 15:15:00,Flying Coaster,756.0,0,35,135.0,,465.0,2019-06-26 17:15:00
2019-11-30 18:15:00,Flying Coaster,756.0,0,40,-75.0,-375.0,225.0,2019-11-30 20:15:00
2021-09-11 17:30:00,Water Ride,247.0,0,35,,,,2021-09-11 19:30:00
2021-12-18 09:45:00,Water Ride,247.0,0,20,,,,2021-12-18 11:45:00
2019-01-14 11:00:00,Water Ride,247.0,0,15,330.0,,420.0,2019-01-14 13:00:00
2021-12-11 15:15:00,Pirate Ship,297.5,0,55,,,,2021-12-11 17:15:00
2022-05-18 10:00:00,Flying Coaster,726.6,0,5,450.0,,780.0,2022-05-18 12:00:00
2019-08-11 19:00:00,Water Ride,224.5,0,40,-90.0,,240.0,2019-08-11 21:00:00
2022-02-11 11:00:00,Pirate Ship,153.0,0,40,,,,2022-02-11 13:00:00
2021-11-03 18:00:00,Pirate Ship,293.25,0,45,,,,2021-11-03 20:00:00
2022-05-04 15:15:00,Pirate Ship,229.5,0,60,135.0,,465.0,2022-05-04 17:15:00
2018-10-28 19:00:00,Flying Coaster,756.0,0,5,-90.0,-410.0,180.0,2018-10-28 21:00:00
2022-02-16 15:30:00,Pirate Ship,229.5,0,40,,,,2022-02-16 17:30:00
2019-09-26 17:00:00,Water Ride,224.5,0,25,90.0,,210.0,2019-09-26 19:00:00
2021-07-26 15:15:00,Flying Coaster,756.0,0,10,,,,2021-07-26 17:15:00
2022-07-30 13:15:00,Pirate Ship,306.0,0,20,255.0,,585.0,2022-07-30 15:15:00
2019-12-24 18:30:00,Water Ride,224.5,0,20,-90.0,-390.0,210.0,2019-12-24 20:30:00
2019-12-24 18:30:00,Pirate Ship,280.5,0,30,-90.0,-390.0,210.0,2019-12-24 20:30:00
2019-11-16 17:30:00,Water Ride,247.0,0,20,-30.0,-330.0,270.0,2019-11-16 19:30:00
2021-10-28 14:00:00,Water Ride,247.0,0,35,,,,2021-10-28 16:00:00
2020-09-21 14:30:00,Water Ride,202.0,0,5,,,,2020-09-21 16:30:00
2021-12-07 10:30:00,Pirate Ship,153.0,0,30,,,,2021-12-07 12:30:00
2022-07-20 16:15:00,Pirate Ship,306.0,0,60,75.0,,405.0,2022-07-20 18:15:00
2020-07-26 13:00:00,Water Ride,224.5,0,30,,,,2020-07-26 15:00:00
2021-10-25 10:00:00,Pirate Ship,86.7,0,15,,,,2021-10-25 12:00:00
2019-03-22 20:00:00,Flying Coaster,378.0,0,0,-150.0,,0.0,2019-03-22 22:00:00
2020-03-06 10:15:00,Water Ride,131.733,7,10,405.0,,555.0,2020-03-06 12:15:00
2021-11-01 13:15:00,Water Ride,247.0,0,45,,,,2021-11-01 15:15:00
2018-11-23 20:00:00,Water Ride,149.667,5,5,-180.0,-490.0,-60.0,2018-11-23 22:00:00
2019-08-25 10:30:00,Water Ride,247.0,0,30,420.0,,750.0,2019-08-25 12:30:00
2020-10-18 17:30:00,Flying Coaster,756.0,0,30,,,,2020-10-18 19:30:00
2021-10-16 18:15:00,Flying Coaster,756.0,0,25,,,,2021-10-16 20:15:00
2020-07-30 16:30:00,Pirate Ship,182.75,0,30,,,,2020-07-30 18:30:00
2019-03-17 17:15:00,Flying Coaster,756.0,0,25,-15.0,,165.0,2019-03-17 19:15:00
2020-10-16 11:45:00,Pirate Ship,136.0,0,15,,,,2020-10-16 13:45:00
2022-06-15 20:00:00,Water Ride,247.0,0,20,-150.0,,180.0,2022-06-15 22:00:00
2022-03-27 10:15:00,Flying Coaster,756.0,0,25,,,,2022-03-27 12:15:00
2021-08-10 13:45:00,Flying Coaster,756.0,0,35,,,,2021-08-10 15:45:00
2020-09-27 17:00:00,Water Ride,247.0,0,15,,,,2020-09-27 19:00:00
2021-08-12 10:15:00,Water Ride,247.0,0,15,,,,2021-08-12 12:15:00
2020-02-11 16:15:00,Pirate Ship,250.75,0,30,45.0,,165.0,2020-02-11 18:15:00
2019-09-05 11:30:00,Flying Coaster,756.0,0,10,360.0,,570.0,2019-09-05 13:30:00
2020-09-18 15:00:00,Flying Coaster,756.0,0,5,,,,2020-09-18 17:00:00
2022-06-05 15:00:00,Water Ride,247.0,0,40,150.0,,480.0,2022-06-05 17:00:00
2020-02-03 12:45:00,Flying Coaster,756.0,0,10,255.0,,375.0,2020-02-03 14:45:00
2020-03-07 11:15:00,Flying Coaster,756.0,0,20,345.0,,585.0,2020-03-07 13:15:00
2021-07-27 14:00:00,Pirate Ship,216.75,0,15,,,,2021-07-27 16:00:00
2020-02-05 10:15:00,Pirate Ship,147.9,0,45,405.0,,525.0,2020-02-05 12:15:00
2022-07-14 09:45:00,Flying Coaster,756.0,0,5,465.0,,795.0,2022-07-14 11:45:00
2019-07-05 19:30:00,Water Ride,247.0,0,10,-120.0,,210.0,2019-07-05 21:30:00
2020-10-12 10:15:00,Water Ride,247.0,0,5,,,,2020-10-12 12:15:00
2022-04-25 18:45:00,Water Ride,247.0,0,35,-75.0,,255.0,2022-04-25 20:45:00
2020-03-04 16:15:00,Water Ride,247.0,0,25,45.0,,195.0,2020-03-04 18:15:00
2022-02-16 13:15:00,Pirate Ship,153.0,0,40,,,,2022-02-16 15:15:00
2022-01-11 12:15:00,Water Ride,247.0,0,25,,,,2022-01-11 14:15:00
2022-03-01 10:15:00,Water Ride,247.0,0,30,,,,2022-03-01 12:15:00
2019-12-31 20:30:00,Flying Coaster,756.0,0,5,-270.0,-455.0,-140.0,2019-12-31 22:30:00
2022-06-17 18:00:00,Pirate Ship,225.25,0,45,-30.0,,300.0,2022-06-17 20:00:00
2022-06-07 11:45:00,Pirate Ship,306.0,0,35,345.0,,675.0,2022-06-07 13:45:00
2021-11-19 19:45:00,Water Ride,247.0,0,20,,,,2021-11-19 21:45:00
2018-10-06 16:30:00,Flying Coaster,724.5,0,50,60.0,-260.0,330.0,2018-10-06 18:30:00
2019-02-18 16:00:00,Water Ride,224.5,0,20,60.0,,180.0,2019-02-18 18:00:00
2020-08-01 16:30:00,Flying Coaster,756.0,0,10,,,,2020-08-01 18:30:00
2022-01-02 17:45:00,Water Ride,247.0,0,30,,,,2022-01-02 19:45:00
2022-03-15 11:45:00,Pirate Ship,153.0,0,30,,,,2022-03-15 13:45:00
2021-09-04 17:45:00,Flying Coaster,756.0,0,15,,,,2021-09-04 19:45:00
2021-08-19 12:15:00,Pirate Ship,280.5,0,40,,,,2021-08-19 14:15:00
2022-01-05 17:45:00,Pirate Ship,152.15,0,50,,,,2022-01-05 19:45:00
2020-01-02 17:15:00,Water Ride,247.0,0,45,-15.0,-315.0,285.0,2020-01-02 19:15:00
2021-09-27 17:00:00,Water Ride,247.0,0,25,,,,2021-09-27 19:00:00
2022-04-29 19:30:00,Pirate Ship,306.0,0,25,-120.0,,210.0,2022-04-29 21:30:00
2022-01-13 14:15:00,Flying Coaster,756.0,0,15,,,,2022-01-13 16:15:00
2019-12-28 09:30:00,Water Ride,65.8667,11,5,450.0,150.0,750.0,2019-12-28 11:30:00
2022-06-07 18:45:00,Water Ride,247.0,0,40,-75.0,,255.0,2022-06-07 20:45:00
2019-07-19 12:30:00,Flying Coaster,756.0,0,30,300.0,,630.0,2019-07-19 14:30:00
2022-07-15 17:15:00,Water Ride,247.0,0,35,15.0,,345.0,2022-07-15 19:15:00
2022-08-05 18:30:00,Flying Coaster,756.0,0,35,-60.0,,270.0,2022-08-05 20:30:00
2021-12-28 14:30:00,Flying Coaster,756.0,0,45,,,,2021-12-28 16:30:00
2019-07-22 15:45:00,Flying Coaster,756.0,0,40,105.0,,435.0,2019-07-22 17:45:00
2020-08-22 17:30:00,Pirate Ship,263.5,0,50,,,,2020-08-22 19:30:00
2021-10-02 10:45:00,Flying Coaster,756.0,0,10,,,,2021-10-02 12:45:00
2021-07-25 16:00:00,Flying Coaster,756.0,0,5,,,,2021-07-25 18:00:00
2022-06-30 13:15:00,Flying Coaster,756.0,0,10,255.0,,585.0,2022-06-30 15:15:00
2019-11-12 16:00:00,Flying Coaster,756.0,0,20,60.0,-240.0,180.0,2019-11-12 18:00:00
2021-11-01 18:00:00,Pirate Ship,214.2,0,25,,,,2021-11-01 20:00:00
2020-09-15 14:45:00,Flying Coaster,756.0,0,5,,,,2020-09-15 16:45:00
2021-09-17 17:30:00,Pirate Ship,238.0,0,20,,,,2021-09-17 19:30:00
2022-07-15 19:15:00,Water Ride,247.0,0,15,-105.0,,225.0,2022-07-15 21:15:00
2022-04-26 14:15:00,Water Ride,247.0,0,30,195.0,,525.0,2022-04-26 16:15:00
2022-01-05 17:45:00,Water Ride,247.0,0,35,,,,2022-01-05 19:45:00
2018-12-01 11:00:00,Water Ride,202.0,0,45,360.0,50.0,660.0,2018-12-01 13:00:00
2022-07-14 09:45:00,Pirate Ship,144.5,0,20,465.0,,795.0,2022-07-14 11:45:00
2020-01-25 13:45:00,Water Ride,247.0,0,45,165.0,,375.0,2020-01-25 15:45:00
2022-07-24 20:45:00,Flying Coaster,756.0,0,5,-195.0,,135.0,2022-07-24 22:45:00
2022-07-11 16:00:00,Pirate Ship,301.75,0,30,90.0,,420.0,2022-07-11 18:00:00
2022-04-23 11:00:00,Pirate Ship,303.733,0,40,390.0,,720.0,2022-04-23 13:00:00
2022-05-16 18:15:00,Water Ride,247.0,0,30,-45.0,,285.0,2022-05-16 20:15:00
2019-06-21 12:00:00,Water Ride,247.0,0,30,330.0,,660.0,2019-06-21 14:00:00
2021-11-19 19:45:00,Flying Coaster,756.0,0,5,,,,2021-11-19 21:45:00
2021-07-28 11:45:00,Water Ride,224.5,0,20,,,,2021-07-28 13:45:00
2022-07-13 13:00:00,Pirate Ship,289.0,0,25,270.0,,600.0,2022-07-13 15:00:00
2022-02-19 11:30:00,Pirate Ship,306.0,0,40,,,,2022-02-19 13:30:00
2022-04-27 20:15:00,Pirate Ship,148.75,0,40,-165.0,,165.0,2022-04-27 22:15:00
2021-08-09 11:15:00,Flying Coaster,756.0,0,10,,,,2021-08-09 13:15:00
2019-07-22 12:30:00,Water Ride,224.5,0,20,300.0,,630.0,2019-07-22 14:30:00
2022-04-16 17:00:00,Flying Coaster,756.0,0,35,30.0,,360.0,2022-04-16 19:00:00
2020-02-06 16:15:00,Water Ride,224.5,0,20,45.0,,165.0,2020-02-06 18:15:00
2021-07-26 13:15:00,Flying Coaster,756.0,0,5,,,,2021-07-26 15:15:00
2019-03-12 16:15:00,Flying Coaster,756.0,0,5,45.0,,195.0,2019-03-12 18:15:00
2021-08-27 16:30:00,Pirate Ship,229.5,0,40,,,,2021-08-27 18:30:00
2022-03-30 13:45:00,Pirate Ship,148.75,0,40,,,,2022-03-30 15:45:00
2019-03-31 11:00:00,Water Ride,247.0,0,15,390.0,,600.0,2019-03-31 13:00:00
2019-01-25 16:15:00,Flying Coaster,756.0,0,5,15.0,,135.0,2019-01-25 18:15:00
2019-05-16 13:00:00,Flying Coaster,756.0,0,30,270.0,,570.0,2019-05-16 15:00:00
2022-08-07 11:30:00,Flying Coaster,756.0,0,15,360.0,,690.0,2022-08-07 13:30:00
2021-08-11 10:30:00,Water Ride,247.0,0,30,,,,2021-08-11 12:30:00
2021-07-17 17:45:00,Flying Coaster,756.0,0,10,,,,2021-07-17 19:45:00
2018-11-13 15:15:00,Water Ride,224.5,0,20,105.0,-205.0,225.0,2018-11-13 17:15:00
2020-08-20 17:00:00,Pirate Ship,263.5,0,45,,,,2020-08-20 19:00:00
2022-06-24 16:15:00,Water Ride,247.0,0,30,75.0,,405.0,2022-06-24 18:15:00
2022-06-11 13:30:00,Pirate Ship,306.0,0,35,240.0,,570.0,2022-06-11 15:30:00
2022-02-25 15:45:00,Pirate Ship,229.5,0,50,,,,2022-02-25 17:45:00
2022-02-24 15:30:00,Water Ride,247.0,0,40,,,,2022-02-24 17:30:00
2021-11-04 16:45:00,Water Ride,247.0,0,45,,,,2021-11-04 18:45:00
2022-06-28 14:00:00,Pirate Ship,221.0,0,40,210.0,,540.0,2022-06-28 16:00:00
2020-02-26 13:45:00,Water Ride,247.0,0,30,195.0,,375.0,2020-02-26 15:45:00
2018-10-02 14:30:00,Flying Coaster,756.0,0,10,180.0,-140.0,330.0,2018-10-02 16:30:00
2020-10-27 14:00:00,Flying Coaster,756.0,0,20,,,,2020-10-27 16:00:00
2021-10-05 14:15:00,Flying Coaster,756.0,0,5,,,,2021-10-05 16:15:00
2020-02-13 15:15:00,Water Ride,247.0,0,20,105.0,,225.0,2020-02-13 17:15:00
2020-10-27 12:00:00,Pirate Ship,250.75,0,35,,,,2020-10-27 14:00:00
2021-08-09 15:15:00,Flying Coaster,756.0,0,30,,,,2021-08-09 17:15:00
2021-06-28 16:15:00,Water Ride,247.0,0,25,,,,2021-06-28 18:15:00
2020-10-03 14:00:00,Pirate Ship,221.0,0,15,,,,2020-10-03 16:00:00
2020-09-29 11:00:00,Flying Coaster,756.0,0,5,,,,2020-09-29 13:00:00
2020-09-29 11:00:00,Pirate Ship,136.0,0,10,,,,2020-09-29 13:00:00
2021-10-05 14:15:00,Pirate Ship,153.0,0,10,,,,2021-10-05 16:15:00
2018-10-12 15:30:00,Water Ride,224.5,0,25,120.0,-200.0,270.0,2018-10-12 17:30:00
2022-06-28 16:45:00,Flying Coaster,756.0,0,15,45.0,,375.0,2022-06-28 18:45:00
2022-03-12 11:30:00,Pirate Ship,229.5,0,40,,,,2022-03-12 13:30:00
2018-11-29 10:00:00,Flying Coaster,403.2,7,5,420.0,110.0,540.0,2018-11-29 12:00:00
2021-07-22 18:15:00,Pirate Ship,280.5,0,20,,,,2021-07-22 20:15:00
2020-08-22 17:30:00,Water Ride,247.0,0,30,,,,2020-08-22 19:30:00
2020-01-05 10:30:00,Pirate Ship,280.5,0,20,390.0,90.0,630.0,2020-01-05 12:30:00
2019-04-27 17:45:00,Water Ride,247.0,0,10,-15.0,,255.0,2019-04-27 19:45:00
2020-08-14 16:45:00,Water Ride,247.0,0,15,,,,2020-08-14 18:45:00
2020-02-08 14:15:00,Pirate Ship,242.25,0,30,165.0,,345.0,2020-02-08 16:15:00
2022-04-27 20:15:00,Flying Coaster,756.0,0,10,-165.0,,165.0,2022-04-27 22:15:00
2020-08-02 18:00:00,Water Ride,224.5,0,20,,,,2020-08-02 20:00:00
2020-02-28 16:15:00,Flying Coaster,756.0,0,30,45.0,,225.0,2020-02-28 18:15:00
2020-02-07 15:15:00,Flying Coaster,756.0,0,10,105.0,,225.0,2020-02-07 17:15:00
2021-10-27 10:15:00,Pirate Ship,285.6,0,40,,,,2021-10-27 12:15:00
2022-03-21 12:15:00,Flying Coaster,756.0,0,25,,,,2022-03-21 14:15:00
2021-08-18 12:30:00,Flying Coaster,756.0,0,20,,,,2021-08-18 14:30:00
2020-08-13 13:30:00,Flying Coaster,756.0,0,30,,,,2020-08-13 15:30:00
2019-11-03 14:15:00,Flying Coaster,756.0,0,15,195.0,-105.0,405.0,2019-11-03 16:15:00
2022-04-18 11:45:00,Pirate Ship,229.5,0,50,345.0,,675.0,2022-04-18 13:45:00
2021-09-30 10:00:00,Pirate Ship,91.8,0,5,,,,2021-09-30 12:00:00
2019-05-28 11:45:00,Flying Coaster,756.0,0,15,345.0,,675.0,2019-05-28 13:45:00
2022-08-10 19:30:00,Water Ride,247.0,0,25,-120.0,,210.0,2022-08-10 21:30:00
2022-06-11 10:30:00,Pirate Ship,306.0,0,20,420.0,,750.0,2022-06-11 12:30:00
2022-02-15 12:30:00,Flying Coaster,756.0,0,20,,,,2022-02-15 14:30:00
2019-07-26 12:45:00,Flying Coaster,756.0,0,30,285.0,,615.0,2019-07-26 14:45:00
2018-10-24 14:00:00,Flying Coaster,756.0,0,35,210.0,-110.0,480.0,2018-10-24 16:00:00
2020-09-06 17:45:00,Water Ride,247.0,0,15,,,,2020-09-06 19:45:00
2018-10-30 18:30:00,Flying Coaster,756.0,0,5,-60.0,-380.0,210.0,2018-10-30 20:30:00
2020-09-11 09:45:00,Pirate Ship,59.5,0,5,,,,2020-09-11 11:45:00
2022-07-14 09:45:00,Water Ride,247.0,0,10,465.0,,795.0,2022-07-14 11:45:00
2019-01-24 14:00:00,Water Ride,247.0,0,10,150.0,,270.0,2019-01-24 16:00:00
2020-02-10 12:15:00,Pirate Ship,153.0,0,35,285.0,,405.0,2020-02-10 14:15:00
2021-07-26 10:15:00,Pirate Ship,153.0,0,45,,,,2021-07-26 12:15:00
2018-11-02 19:45:00,Pirate Ship,238.0,0,45,-135.0,-455.0,135.0,2018-11-02 21:45:00
2021-12-16 14:45:00,Pirate Ship,216.75,0,35,,,,2021-12-16 16:45:00
2018-10-06 19:45:00,Flying Coaster,756.0,0,40,-135.0,-455.0,135.0,2018-10-06 21:45:00
2019-06-29 16:00:00,Water Ride,247.0,0,30,90.0,,420.0,2019-06-29 18:00:00
2019-09-28 19:00:00,Water Ride,247.0,0,35,-90.0,-390.0,180.0,2019-09-28 21:00:00
2021-08-27 18:30:00,Water Ride,247.0,0,30,,,,2021-08-27 20:30:00
2020-08-12 17:15:00,Flying Coaster,756.0,0,10,,,,2020-08-12 19:15:00
2021-09-19 13:45:00,Water Ride,247.0,0,25,,,,2021-09-19 15:45:00
2019-02-16 16:15:00,Water Ride,247.0,0,30,45.0,,225.0,2019-02-16 18:15:00
2022-05-13 15:15:00,Water Ride,247.0,0,40,135.0,,465.0,2022-05-13 17:15:00
2022-03-18 17:00:00,Pirate Ship,153.0,0,35,,,,2022-03-18 19:00:00
2020-07-28 16:15:00,Flying Coaster,756.0,0,35,,,,2020-07-28 18:15:00
2020-07-13 18:00:00,Flying Coaster,756.0,0,45,,,,2020-07-13 20:00:00
2019-12-17 19:30:00,Pirate Ship,106.25,0,40,-150.0,-450.0,-30.0,2019-12-17 21:30:00
2020-07-29 13:30:00,Water Ride,224.5,0,10,,,,2020-07-29 15:30:00
2019-04-22 19:15:00,Water Ride,247.0,0,20,-105.0,,165.0,2019-04-22 21:15:00
2021-07-12 15:15:00,Pirate Ship,280.5,0,25,,,,2021-07-12 17:15:00
2022-04-20 10:30:00,Water Ride,247.0,0,15,420.0,,750.0,2022-04-20 12:30:00
2022-03-05 12:15:00,Pirate Ship,306.0,0,15,,,,2022-03-05 14:15:00
2022-06-01 19:15:00,Flying Coaster,756.0,0,10,-105.0,,225.0,2022-06-01 21:15:00
2020-10-18 15:15:00,Flying Coaster,756.0,0,40,,,,2020-10-18 17:15:00
2022-01-03 16:45:00,Pirate Ship,153.0,0,45,,,,2022-01-03 18:45:00
2021-11-19 17:45:00,Water Ride,164.667,5,15,,,,2021-11-19 19:45:00
2020-02-24 11:30:00,Pirate Ship,169.433,0,80,330.0,,510.0,2020-02-24 13:30:00
2020-08-05 11:15:00,Water Ride,247.0,0,45,,,,2020-08-05 13:15:00
2021-11-29 16:30:00,Pirate Ship,229.5,0,35,,,,2021-11-29 18:30:00
2019-07-30 18:00:00,Water Ride,247.0,0,15,-30.0,,300.0,2019-07-30 20:00:00
2021-07-17 17:45:00,Pirate Ship,280.5,0,35,,,,2021-07-17 19:45:00
2022-07-29 20:00:00,Pirate Ship,306.0,0,20,-150.0,,180.0,2022-07-29 22:00:00
2020-09-29 14:45:00,Pirate Ship,122.4,0,15,,,,2020-09-29 16:45:00
2019-09-01 11:15:00,Water Ride,247.0,0,20,375.0,,645.0,2019-09-01 13:15:00
2022-06-19 19:00:00,Water Ride,247.0,0,30,-90.0,,240.0,2022-06-19 21:00:00
2022-05-14 16:15:00,Pirate Ship,306.0,0,40,75.0,,405.0,2022-05-14 18:15:00
2021-09-12 18:30:00,Pirate Ship,306.0,0,20,,,,2021-09-12 20:30:00
2018-10-09 12:45:00,Flying Coaster,756.0,0,15,285.0,-35.0,435.0,2018-10-09 14:45:00
2020-01-06 13:15:00,Pirate Ship,153.0,0,30,195.0,-105.0,285.0,2020-01-06 15:15:00
2020-07-21 18:00:00,Water Ride,247.0,0,5,,,,2020-07-21 20:00:00
2021-07-18 14:00:00,Pirate Ship,280.5,0,20,,,,2021-07-18 16:00:00
2021-12-31 09:00:00,Pirate Ship,95.7667,0,5,,,,2021-12-31 11:00:00
2019-06-02 16:45:00,Flying Coaster,756.0,0,25,45.0,,375.0,2019-06-02 18:45:00
2019-06-29 19:15:00,Flying Coaster,604.8,0,15,-105.0,,225.0,2019-06-29 21:15:00
2019-02-08 15:00:00,Flying Coaster,756.0,0,10,120.0,,240.0,2019-02-08 17:00:00
2019-02-19 17:00:00,Flying Coaster,756.0,0,20,0.0,,120.0,2019-02-19 19:00:00
2022-04-23 20:15:00,Pirate Ship,306.0,0,20,-165.0,,165.0,2022-04-23 22:15:00
2022-07-23 15:00:00,Flying Coaster,756.0,0,30,150.0,,480.0,2022-07-23 17:00:00
2021-12-27 15:45:00,Pirate Ship,293.25,0,50,,,,2021-12-27 17:45:00
2021-08-16 14:30:00,Flying Coaster,756.0,0,30,,,,2021-08-16 16:30:00
2021-07-03 15:30:00,Pirate Ship,280.5,0,30,,,,2021-07-03 17:30:00
2022-07-11 16:00:00,Flying Coaster,756.0,0,30,90.0,,420.0,2022-07-11 18:00:00
2019-11-12 16:00:00,Water Ride,247.0,0,30,60.0,-240.0,180.0,2019-11-12 18:00:00
2018-10-18 13:15:00,Water Ride,224.5,0,15,255.0,-65.0,405.0,2018-10-18 15:15:00
2022-03-18 13:30:00,Flying Coaster,756.0,0,35,,,,2022-03-18 15:30:00
2020-08-01 14:00:00,Pirate Ship,263.5,0,30,,,,2020-08-01 16:00:00
2022-02-18 17:45:00,Pirate Ship,153.0,0,30,,,,2022-02-18 19:45:00
2022-07-28 19:15:00,Water Ride,247.0,0,20,-105.0,,225.0,2022-07-28 21:15:00
2022-07-22 11:00:00,Pirate Ship,306.0,0,25,390.0,,720.0,2022-07-22 13:00:00
2021-08-09 11:15:00,Pirate Ship,280.5,0,20,,,,2021-08-09 13:15:00
2021-07-13 17:30:00,Water Ride,247.0,0,25,,,,2021-07-13 19:30:00
2021-11-06 17:15:00,Flying Coaster,756.0,0,40,,,,2021-11-06 19:15:00
2021-12-08 09:45:00,Pirate Ship,198.9,0,15,,,,2021-12-08 11:45:00
2019-03-22 11:30:00,Water Ride,247.0,0,25,360.0,,510.0,2019-03-22 13:30:00
2018-10-12 12:30:00,Pirate Ship,272.0,0,15,300.0,-20.0,450.0,2018-10-12 14:30:00
2022-07-14 17:30:00,Water Ride,247.0,0,15,0.0,,330.0,2022-07-14 19:30:00
2019-12-18 11:15:00,Flying Coaster,756.0,0,5,285.0,-15.0,405.0,2019-12-18 13:15:00
2020-08-08 17:30:00,Pirate Ship,136.0,0,45,,,,2020-08-08 19:30:00
2019-12-26 10:15:00,Flying Coaster,756.0,0,5,405.0,105.0,705.0,2019-12-26 12:15:00
2022-04-28 10:45:00,Flying Coaster,756.0,0,15,405.0,,735.0,2022-04-28 12:45:00
2022-03-20 17:30:00,Flying Coaster,756.0,0,5,,,,2022-03-20 19:30:00
2021-12-06 17:00:00,Flying Coaster,756.0,0,35,,,,2021-12-06 19:00:00
2021-11-07 16:15:00,Water Ride,247.0,0,25,,,,2021-11-07 18:15:00
2018-10-16 11:00:00,Water Ride,224.5,0,20,390.0,70.0,540.0,2018-10-16 13:00:00
2020-02-03 16:00:00,Flying Coaster,756.0,0,15,60.0,,180.0,2020-02-03 18:00:00
2020-10-16 09:30:00,Pirate Ship,52.7,0,5,,,,2020-10-16 11:30:00
2020-02-27 17:00:00,Flying Coaster,756.0,0,20,0.0,,180.0,2020-02-27 19:00:00
2022-08-01 15:30:00,Flying Coaster,756.0,0,35,120.0,,450.0,2022-08-01 17:30:00
2022-02-25 12:00:00,Water Ride,247.0,0,30,,,,2022-02-25 14:00:00
2022-01-09 18:00:00,Water Ride,247.0,0,30,,,,2022-01-09 20:00:00
2018-10-21 18:00:00,Water Ride,224.5,0,30,-30.0,-350.0,240.0,2018-10-21 20:00:00
2022-05-19 14:45:00,Pirate Ship,297.5,0,25,165.0,,495.0,2022-05-19 16:45:00
2022-06-19 19:00:00,Pirate Ship,306.0,0,20,-90.0,,240.0,2022-06-19 21:00:00
2022-04-23 13:30:00,Flying Coaster,756.0,0,30,240.0,,570.0,2022-04-23 15:30:00
2019-11-16 14:45:00,Water Ride,247.0,0,40,135.0,-165.0,435.0,2019-11-16 16:45:00
2021-09-30 12:00:00,Flying Coaster,739.2,0,10,,,,2021-09-30 14:00:00
2022-01-14 11:45:00,Water Ride,247.0,0,15,,,,2022-01-14 13:45:00
2019-11-01 15:30:00,Flying Coaster,756.0,0,40,120.0,-180.0,390.0,2019-11-01 17:30:00
2019-12-19 19:15:00,Flying Coaster,756.0,0,5,-195.0,-495.0,-75.0,2019-12-19 21:15:00
2019-11-09 19:00:00,Flying Coaster,756.0,0,25,-120.0,-420.0,180.0,2019-11-09 21:00:00
2022-06-21 20:45:00,Pirate Ship,306.0,0,30,-195.0,,135.0,2022-06-21 22:45:00
2022-01-19 09:15:00,Pirate Ship,20.4,0,5,,,,2022-01-19 11:15:00
2020-01-18 16:30:00,Water Ride,247.0,0,25,0.0,,210.0,2020-01-18 18:30:00
2020-01-14 15:45:00,Pirate Ship,153.0,0,30,45.0,,165.0,2020-01-14 17:45:00
2022-03-27 12:15:00,Pirate Ship,172.55,0,45,,,,2022-03-27 14:15:00
2022-02-28 17:45:00,Flying Coaster,756.0,0,10,,,,2022-02-28 19:45:00
2022-06-21 18:00:00,Pirate Ship,306.0,0,45,-30.0,,300.0,2022-06-21 20:00:00
2019-03-24 17:15:00,Flying Coaster,756.0,0,40,15.0,,165.0,2019-03-24 19:15:00
2018-11-27 15:30:00,Flying Coaster,756.0,0,25,90.0,-220.0,210.0,2018-11-27 17:30:00
2021-09-13 18:00:00,Pirate Ship,216.75,0,15,,,,2021-09-13 20:00:00
2020-08-28 11:30:00,Pirate Ship,136.0,0,30,,,,2020-08-28 13:30:00
